"word_lex_0";"word_form_0";"word_gramm_0";"word_pos_0";"freq";"freq_CI_bottom";"freq_CI_upper";"ipm";"ipm_CI_bottom";"ipm_CI_upper";"hits";"hits_CI_bottom";"hits_CI_upper"
"соответственно";"соответственно";"ADV";"ADV";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"сравнительно";"сравнительно";"ADV";"ADV";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"странно";"странно";"PRAEDIC";"PRAEDIC";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"телефон";"телефону";"S,dat,inan,m,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"тело";"тело";"S,inan,n,nom,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"хороший";"хорошие";"A,nom,pl,plen";"A";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"хотеть";"хотели";"V,act,indic,intr,ipf,pl,praet,tran";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"член";"членов";"S,anim,gen,m,pl";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"язык";"языком";"S,inan,ins,m,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"вечер";"вечеру";"S,dat,inan,m,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"виноватый";"виноват";"A,brev,m,sg";"A";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"выясниться";"выяснилось";"V,indic,intr,med,n,pf,praet,sg";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"гора";"горы";"S,acc,f,inan,pl";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"давать";"давать";"V,act,inf,ipf,tran";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"кабинет";"кабинете";"S,inan,loc,m,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"колено";"колени";"S,acc,inan,n,pl";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"море";"море";"S,acc,inan,n,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"огонь";"огня";"S,gen,inan,m,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"писатель";"писатель";"S,anim,m,nom,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"поставить";"поставил";"V,act,indic,m,pf,praet,sg,tran";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"представитель";"представители";"S,anim,m,nom,pl";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"разговор";"разговора";"S,gen,inan,m,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"с";"с";"PART";"PART";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"сцена";"сцену";"S,acc,f,inan,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"узнать";"узнать";"V,act,inf,pf,tran";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"церковь";"церкви";"S,f,inan,loc,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"информация";"информации";"S,f,gen,inan,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"искусство";"искусство";"S,inan,n,nom,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"московский";"московского";"A,gen,m,plen,sg";"A";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"мы";"мы";"SPRO,pl,1p,nom";"SPRO";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"явиться";"явился";"V,indic,intr,m,med,pf,praet,sg";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"год";"гг";"S,abbr";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"поехать";"поехали";"V,act,indic,intr,pf,pl,praet";"V";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"вера";"вера";"S,anim,f,nom,persn,sg";"S";"4.2e-05";"3.1074284396607644e-05";"5.676697815239814e-05";"42.0";"31.074284396607645";"56.766978152398146";"16357.803546000001";"12102.548559339071";"22109.12086945245"
"500";"500";"NUM,ciph";"NUM";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"академия";"академии";"S,f,gen,inan,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"беда";"беда";"S,f,inan,nom,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"берег";"берег";"S,acc,inan,m,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"быстро";"быстрее";"ADV,comp";"ADV";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"ваш";"ваше";"APRO,acc,n,sg";"APRO";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"вид";"видов";"S,gen,inan,m,pl";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"возможность";"возможность";"S,f,inan,nom,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"группа";"группа";"S,f,inan,nom,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"звать";"зовут";"V,3p,act,indic,ipf,pl,praes,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"знать";"знала";"V,act,f,indic,intr,ipf,praet,sg,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"знать";"зная";"V,act,ger,intr,ipf,praes,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"зуб";"зубы";"S,acc,inan,m,pl";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"известный";"известный";"A,m,nom,plen,sg";"A";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"конец";"конец";"S,inan,m,nom,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"лежать";"лежали";"V,act,indic,intr,ipf,pl,praet";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"лес";"леса";"S,gen,inan,m,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"мир";"миру";"S,dat,inan,m,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"мой";"моем";"APRO,loc,n,sg";"APRO";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"назвать";"назвать";"V,act,inf,pf,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"небо";"небо";"S,acc,inan,n,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"ничто";"что";"SPRO,acc,inan,n,sg";"SPRO";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"номер";"номер";"S,acc,inan,m,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"определить";"определить";"V,act,inf,pf,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"отлично";"отлично";"ADV";"ADV";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"пара";"пару";"S,acc,f,inan,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"принимать";"принимать";"V,act,inf,ipf,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"приходить";"приходит";"V,3p,act,indic,intr,ipf,praes,sg";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"проходить";"проходит";"V,3p,act,indic,intr,ipf,praes,sg";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"ранее";"ранее";"ADV,comp";"ADV";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"ребенок";"ребенка";"S,anim,gen,m,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"решение";"решение";"S,acc,inan,n,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"сказать";"скажите";"V,2p,act,imper,intr,pf,pl,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"слово";"словах";"S,inan,loc,n,pl";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"сообщить";"сообщил";"V,act,indic,intr,m,pf,praet,sg,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"считать";"считаю";"V,1p,act,indic,ipf,praes,sg,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"тот";"той";"APRO,f,ins,sg";"APRO";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"устроить";"устроить";"V,act,inf,pf,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"форма";"форма";"S,f,inan,nom,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"характер";"характер";"S,inan,m,nom,sg";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"член";"члены";"S,anim,m,nom,pl";"S";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"взять";"взяла";"V,act,f,indic,pf,praet,sg,tran";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"выйти";"вышло";"V,act,indic,intr,n,pf,praet,sg";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
"давать";"давай";"V,2p,act,imper,intr,ipf,sg";"V";"4.1e-05";"3.0224676055301497e-05";"5.561659417687477e-05";"41.0";"30.2246760553015";"55.61659417687477";"15968.332033";"11771.650313193146";"21661.079081974407"
